day;month;year;countriesAndTerritories;cases;deaths
30;1;2020;Kuwait;0;0
29;1;2020;Kuwait;0;0
28;1;2020;Kuwait;0;0
27;1;2020;Kuwait;0;0
26;1;2020;Kuwait;0;0
25;1;2020;Kuwait;0;0
24;1;2020;Kuwait;0;0
23;1;2020;Kuwait;0;0
22;1;2020;Kuwait;0;0
21;1;2020;Kuwait;0;0
20;1;2020;Kuwait;0;0
19;1;2020;Kuwait;0;0
18;1;2020;Kuwait;0;0
17;1;2020;Kuwait;0;0
16;1;2020;Kuwait;0;0
15;1;2020;Kuwait;0;0
14;1;2020;Kuwait;0;0
13;1;2020;Kuwait;0;0
12;1;2020;Kuwait;0;0
11;1;2020;Kuwait;0;0
10;1;2020;Kuwait;0;0
9;1;2020;Kuwait;0;0
8;1;2020;Kuwait;0;0
7;1;2020;Kuwait;0;0
6;1;2020;Kuwait;0;0
5;1;2020;Kuwait;0;0
4;1;2020;Kuwait;0;0
3;1;2020;Kuwait;0;0
2;1;2020;Kuwait;0;0
1;1;2020;Kuwait;0;0
31;12;2019;Kuwait;0;0
9;4;2020;Kyrgyzstan;10;0
8;4;2020;Kyrgyzstan;42;0
7;4;2020;Kyrgyzstan;12;0
6;4;2020;Kyrgyzstan;72;3
5;4;2020;Kyrgyzstan;0;0
4;4;2020;Kyrgyzstan;19;0
3;4;2020;Kyrgyzstan;13;0
2;4;2020;Kyrgyzstan;5;1
1;4;2020;Kyrgyzstan;23;0
31;3;2020;Kyrgyzstan;0;0
30;3;2020;Kyrgyzstan;0;0
29;3;2020;Kyrgyzstan;26;0
28;3;2020;Kyrgyzstan;14;0
27;3;2020;Kyrgyzstan;0;0
26;3;2020;Kyrgyzstan;2;0
25;3;2020;Kyrgyzstan;26;0
24;3;2020;Kyrgyzstan;2;0
23;3;2020;Kyrgyzstan;0;0
22;3;2020;Kyrgyzstan;8;0
21;3;2020;Kyrgyzstan;0;0
20;3;2020;Kyrgyzstan;3;0
19;3;2020;Kyrgyzstan;3;0
9;4;2020;Laos;3;0
8;4;2020;Laos;0;0
7;4;2020;Laos;1;0
6;4;2020;Laos;1;0
5;4;2020;Laos;0;0
4;4;2020;Laos;0;0
3;4;2020;Laos;0;0
2;4;2020;Laos;1;0
1;4;2020;Laos;0;0
31;3;2020;Laos;3;0
30;3;2020;Laos;0;0
29;3;2020;Laos;0;0
28;3;2020;Laos;0;0
27;3;2020;Laos;4;0
26;3;2020;Laos;0;0
25;3;2020;Laos;2;0
9;4;2020;Latvia;29;0
8;4;2020;Latvia;6;1
7;4;2020;Latvia;9;0
6;4;2020;Latvia;24;0
5;4;2020;Latvia;16;0
4;4;2020;Latvia;35;1
3;4;2020;Latvia;12;0
2;4;2020;Latvia;48;0
1;4;2020;Latvia;22;0
31;3;2020;Latvia;0;0
30;3;2020;Latvia;71;0
29;3;2020;Latvia;25;0
28;3;2020;Latvia;36;0
27;3;2020;Latvia;23;0
26;3;2020;Latvia;24;0
25;3;2020;Latvia;17;0
24;3;2020;Latvia;41;0
23;3;2020;Latvia;15;0
22;3;2020;Latvia;13;0
21;3;2020;Latvia;25;0
20;3;2020;Latvia;15;0
19;3;2020;Latvia;10;0
18;3;2020;Latvia;25;0
17;3;2020;Latvia;5;0
16;3;2020;Latvia;5;0
15;3;2020;Latvia;7;0
14;3;2020;Latvia;3;0
13;3;2020;Latvia;6;0
12;3;2020;Latvia;2;0
11;3;2020;Latvia;2;0
10;3;2020;Latvia;3;0
9;3;2020;Latvia;1;0
8;3;2020;Latvia;1;0
3;3;2020;Latvia;1;0
9;4;2020;Lebanon;27;0
8;4;2020;Lebanon;7;0
7;4;2020;Lebanon;14;1
6;4;2020;Lebanon;7;1
5;4;2020;Lebanon;26;1
4;4;2020;Lebanon;0;0
3;4;2020;Lebanon;15;4
2;4;2020;Lebanon;16;0
1;4;2020;Lebanon;17;1
31;3;2020;Lebanon;8;1
30;3;2020;Lebanon;26;2
29;3;2020;Lebanon;21;1
28;3;2020;Lebanon;23;1
27;3;2020;Lebanon;35;2
26;3;2020;Lebanon;29;0
25;3;2020;Lebanon;37;0
24;3;2020;Lebanon;19;0
23;3;2020;Lebanon;18;0
22;3;2020;Lebanon;67;0
21;3;2020;Lebanon;14;0
20;3;2020;Lebanon;16;0
19;3;2020;Lebanon;13;1
18;3;2020;Lebanon;0;0
17;3;2020;Lebanon;21;0
16;3;2020;Lebanon;6;0
15;3;2020;Lebanon;27;1
13;3;2020;Lebanon;5;0
12;3;2020;Lebanon;20;1
11;3;2020;Lebanon;0;1
10;3;2020;Lebanon;9;0
9;3;2020;Lebanon;10;0
7;3;2020;Lebanon;6;0
6;3;2020;Lebanon;3;0
3;3;2020;Lebanon;3;0
2;3;2020;Lebanon;6;0
1;3;2020;Lebanon;1;0
29;2;2020;Lebanon;0;0
28;2;2020;Lebanon;1;0
27;2;2020;Lebanon;1;0
26;2;2020;Lebanon;0;0
25;2;2020;Lebanon;0;0
24;2;2020;Lebanon;0;0
23;2;2020;Lebanon;0;0
22;2;2020;Lebanon;1;0
21;2;2020;Lebanon;0;0
20;2;2020;Lebanon;0;0
19;2;2020;Lebanon;0;0
18;2;2020;Lebanon;0;0
17;2;2020;Lebanon;0;0
16;2;2020;Lebanon;0;0
15;2;2020;Lebanon;0;0
14;2;2020;Lebanon;0;0
13;2;2020;Lebanon;0;0
12;2;2020;Lebanon;0;0
11;2;2020;Lebanon;0;0
10;2;2020;Lebanon;0;0
9;2;2020;Lebanon;0;0
8;2;2020;Lebanon;0;0
7;2;2020;Lebanon;0;0
6;2;2020;Lebanon;0;0
5;2;2020;Lebanon;0;0
4;2;2020;Lebanon;0;0
3;2;2020;Lebanon;0;0
2;2;2020;Lebanon;0;0
1;2;2020;Lebanon;0;0
31;1;2020;Lebanon;0;0
30;1;2020;Lebanon;0;0
29;1;2020;Lebanon;0;0
28;1;2020;Lebanon;0;0
27;1;2020;Lebanon;0;0
26;1;2020;Lebanon;0;0
25;1;2020;Lebanon;0;0
24;1;2020;Lebanon;0;0
23;1;2020;Lebanon;0;0
22;1;2020;Lebanon;0;0
21;1;2020;Lebanon;0;0
20;1;2020;Lebanon;0;0
19;1;2020;Lebanon;0;0
18;1;2020;Lebanon;0;0
17;1;2020;Lebanon;0;0
16;1;2020;Lebanon;0;0
15;1;2020;Lebanon;0;0
14;1;2020;Lebanon;0;0
13;1;2020;Lebanon;0;0
12;1;2020;Lebanon;0;0
11;1;2020;Lebanon;0;0
10;1;2020;Lebanon;0;0
9;1;2020;Lebanon;0;0
8;1;2020;Lebanon;0;0
7;1;2020;Lebanon;0;0
6;1;2020;Lebanon;0;0
5;1;2020;Lebanon;0;0
4;1;2020;Lebanon;0;0
3;1;2020;Lebanon;0;0
2;1;2020;Lebanon;0;0
1;1;2020;Lebanon;0;0
31;12;2019;Lebanon;0;0
9;4;2020;Liberia;17;1
8;4;2020;Liberia;0;0
7;4;2020;Liberia;1;0
6;4;2020;Liberia;3;2
5;4;2020;Liberia;3;1
4;4;2020;Liberia;1;0
3;4;2020;Liberia;0;0
2;4;2020;Liberia;3;0
1;4;2020;Liberia;0;0
31;3;2020;Liberia;0;0
30;3;2020;Liberia;0;0
29;3;2020;Liberia;0;0
28;3;2020;Liberia;0;0
27;3;2020;Liberia;0;0
26;3;2020;Liberia;0;0
25;3;2020;Liberia;0;0
24;3;2020;Liberia;0;0
23;3;2020;Liberia;0;0
22;3;2020;Liberia;1;0
21;3;2020;Liberia;0;0
20;3;2020;Liberia;0;0
19;3;2020;Liberia;0;0
18;3;2020;Liberia;1;0
17;3;2020;Liberia;1;0
9;4;2020;Libya;2;0
8;4;2020;Libya;1;0
7;4;2020;Libya;0;0
6;4;2020;Libya;0;0
5;4;2020;Libya;7;0
4;4;2020;Libya;0;0
3;4;2020;Libya;1;1
2;4;2020;Libya;0;0
1;4;2020;Libya;2;0
31;3;2020;Libya;0;0
30;3;2020;Libya;7;0
29;3;2020;Libya;0;0
28;3;2020;Libya;0;0
27;3;2020;Libya;0;0
26;3;2020;Libya;0;0
25;3;2020;Libya;1;0
9;4;2020;Liechtenstein;1;0
8;4;2020;Liechtenstein;0;0
7;4;2020;Liechtenstein;0;0
6;4;2020;Liechtenstein;1;0
5;4;2020;Liechtenstein;2;1
4;4;2020;Liechtenstein;0;0
3;4;2020;Liechtenstein;3;0
2;4;2020;Liechtenstein;4;0
1;4;2020;Liechtenstein;4;0
31;3;2020;Liechtenstein;2;0
30;3;2020;Liechtenstein;1;0
29;3;2020;Liechtenstein;1;0
28;3;2020;Liechtenstein;4;0
27;3;2020;Liechtenstein;5;0
26;3;2020;Liechtenstein;4;0
25;3;2020;Liechtenstein;1;0
24;3;2020;Liechtenstein;0;0
23;3;2020;Liechtenstein;10;0
22;3;2020;Liechtenstein;2;0
21;3;2020;Liechtenstein;9;0
20;3;2020;Liechtenstein;0;0
19;3;2020;Liechtenstein;18;0
18;3;2020;Liechtenstein;0;0
17;3;2020;Liechtenstein;0;0
16;3;2020;Liechtenstein;3;0
15;3;2020;Liechtenstein;0;0
14;3;2020;Liechtenstein;0;0
13;3;2020;Liechtenstein;1;0
12;3;2020;Liechtenstein;2;0
5;3;2020;Liechtenstein;1;0
9;4;2020;Lithuania;32;0
8;4;2020;Lithuania;37;1
7;4;2020;Lithuania;32;1
6;4;2020;Lithuania;40;4
5;4;2020;Lithuania;0;0
4;4;2020;Lithuania;122;0
3;4;2020;Lithuania;68;1
2;4;2020;Lithuania;48;1
1;4;2020;Lithuania;49;0
31;3;2020;Lithuania;0;0
30;3;2020;Lithuania;90;0
29;3;2020;Lithuania;36;2
28;3;2020;Lithuania;59;1
27;3;2020;Lithuania;25;0
26;3;2020;Lithuania;65;2
25;3;2020;Lithuania;30;1
24;3;2020;Lithuania;36;0
23;3;2020;Lithuania;38;0
22;3;2020;Lithuania;36;0
21;3;2020;Lithuania;21;1
20;3;2020;Lithuania;15;0
19;3;2020;Lithuania;8;0
18;3;2020;Lithuania;8;0
17;3;2020;Lithuania;3;0
16;3;2020;Lithuania;5;0
15;3;2020;Lithuania;3;0
14;3;2020;Lithuania;3;0
12;3;2020;Lithuania;0;0
11;3;2020;Lithuania;2;0
2;3;2020;Lithuania;0;0
1;3;2020;Lithuania;0;0
29;2;2020;Lithuania;0;0
28;2;2020;Lithuania;1;0
27;2;2020;Lithuania;0;0
26;2;2020;Lithuania;0;0
25;2;2020;Lithuania;0;0
24;2;2020;Lithuania;0;0
23;2;2020;Lithuania;0;0
22;2;2020;Lithuania;0;0
21;2;2020;Lithuania;0;0
20;2;2020;Lithuania;0;0
19;2;2020;Lithuania;0;0
18;2;2020;Lithuania;0;0
17;2;2020;Lithuania;0;0
16;2;2020;Lithuania;0;0
15;2;2020;Lithuania;0;0
14;2;2020;Lithuania;0;0
13;2;2020;Lithuania;0;0
12;2;2020;Lithuania;0;0
11;2;2020;Lithuania;0;0
10;2;2020;Lithuania;0;0
9;2;2020;Lithuania;0;0
8;2;2020;Lithuania;0;0
7;2;2020;Lithuania;0;0
6;2;2020;Lithuania;0;0
5;2;2020;Lithuania;0;0
4;2;2020;Lithuania;0;0
3;2;2020;Lithuania;0;0
2;2;2020;Lithuania;0;0
1;2;2020;Lithuania;0;0
31;1;2020;Lithuania;0;0
30;1;2020;Lithuania;0;0
29;1;2020;Lithuania;0;0
28;1;2020;Lithuania;0;0
27;1;2020;Lithuania;0;0
26;1;2020;Lithuania;0;0
25;1;2020;Lithuania;0;0
24;1;2020;Lithuania;0;0
23;1;2020;Lithuania;0;0
22;1;2020;Lithuania;0;0
21;1;2020;Lithuania;0;0
20;1;2020;Lithuania;0;0
19;1;2020;Lithuania;0;0
18;1;2020;Lithuania;0;0
17;1;2020;Lithuania;0;0
16;1;2020;Lithuania;0;0
15;1;2020;Lithuania;0;0
14;1;2020;Lithuania;0;0
13;1;2020;Lithuania;0;0
12;1;2020;Lithuania;0;0
11;1;2020;Lithuania;0;0
10;1;2020;Lithuania;0;0
9;1;2020;Lithuania;0;0
8;1;2020;Lithuania;0;0
7;1;2020;Lithuania;0;0
6;1;2020;Lithuania;0;0
5;1;2020;Lithuania;0;0
4;1;2020;Lithuania;0;0
3;1;2020;Lithuania;0;0
2;1;2020;Lithuania;0;0
1;1;2020;Lithuania;0;0
31;12;2019;Lithuania;0;0
9;4;2020;Luxembourg;64;2
8;4;2020;Luxembourg;127;3
7;4;2020;Luxembourg;39;5
6;4;2020;Luxembourg;75;5
5;4;2020;Luxembourg;117;0
4;4;2020;Luxembourg;125;1
3;4;2020;Luxembourg;168;1
2;4;2020;Luxembourg;141;6
1;4;2020;Luxembourg;190;1
31;3;2020;Luxembourg;38;1
30;3;2020;Luxembourg;119;3
29;3;2020;Luxembourg;226;3
28;3;2020;Luxembourg;152;6
27;3;2020;Luxembourg;120;1
26;3;2020;Luxembourg;234;0
25;3;2020;Luxembourg;224;0
24;3;2020;Luxembourg;77;0
23;3;2020;Luxembourg;128;0
22;3;2020;Luxembourg;186;3
21;3;2020;Luxembourg;139;1
20;3;2020;Luxembourg;135;2
19;3;2020;Luxembourg;70;1
18;3;2020;Luxembourg;59;0
17;3;2020;Luxembourg;4;0
16;3;2020;Luxembourg;39;0
14;3;2020;Luxembourg;12;1
13;3;2020;Luxembourg;19;0
12;3;2020;Luxembourg;0;0
11;3;2020;Luxembourg;2;0
9;3;2020;Luxembourg;2;0
7;3;2020;Luxembourg;2;0
2;3;2020;Luxembourg;0;0
1;3;2020;Luxembourg;1;0
29;2;2020;Luxembourg;0;0
28;2;2020;Luxembourg;0;0
27;2;2020;Luxembourg;0;0
26;2;2020;Luxembourg;0;0
25;2;2020;Luxembourg;0;0
24;2;2020;Luxembourg;0;0
23;2;2020;Luxembourg;0;0
22;2;2020;Luxembourg;0;0
21;2;2020;Luxembourg;0;0
20;2;2020;Luxembourg;0;0
19;2;2020;Luxembourg;0;0
18;2;2020;Luxembourg;0;0
17;2;2020;Luxembourg;0;0
16;2;2020;Luxembourg;0;0
15;2;2020;Luxembourg;0;0
14;2;2020;Luxembourg;0;0
13;2;2020;Luxembourg;0;0
12;2;2020;Luxembourg;0;0
11;2;2020;Luxembourg;0;0
10;2;2020;Luxembourg;0;0
9;2;2020;Luxembourg;0;0
8;2;2020;Luxembourg;0;0
7;2;2020;Luxembourg;0;0
6;2;2020;Luxembourg;0;0
5;2;2020;Luxembourg;0;0
4;2;2020;Luxembourg;0;0
3;2;2020;Luxembourg;0;0
2;2;2020;Luxembourg;0;0
1;2;2020;Luxembourg;0;0
31;1;2020;Luxembourg;0;0
30;1;2020;Luxembourg;0;0
29;1;2020;Luxembourg;0;0
28;1;2020;Luxembourg;0;0
27;1;2020;Luxembourg;0;0
26;1;2020;Luxembourg;0;0
25;1;2020;Luxembourg;0;0
24;1;2020;Luxembourg;0;0
23;1;2020;Luxembourg;0;0
22;1;2020;Luxembourg;0;0
21;1;2020;Luxembourg;0;0
20;1;2020;Luxembourg;0;0
19;1;2020;Luxembourg;0;0
18;1;2020;Luxembourg;0;0
17;1;2020;Luxembourg;0;0
16;1;2020;Luxembourg;0;0
15;1;2020;Luxembourg;0;0
14;1;2020;Luxembourg;0;0
13;1;2020;Luxembourg;0;0
12;1;2020;Luxembourg;0;0
11;1;2020;Luxembourg;0;0
10;1;2020;Luxembourg;0;0
9;1;2020;Luxembourg;0;0
8;1;2020;Luxembourg;0;0
7;1;2020;Luxembourg;0;0
6;1;2020;Luxembourg;0;0
5;1;2020;Luxembourg;0;0
4;1;2020;Luxembourg;0;0
3;1;2020;Luxembourg;0;0
2;1;2020;Luxembourg;0;0
1;1;2020;Luxembourg;0;0
31;12;2019;Luxembourg;0;0
9;4;2020;Madagascar;8;0
8;4;2020;Madagascar;8;0
7;4;2020;Madagascar;5;0
6;4;2020;Madagascar;1;0
5;4;2020;Madagascar;6;0
4;4;2020;Madagascar;6;0
3;4;2020;Madagascar;5;0
2;4;2020;Madagascar;8;0
1;4;2020;Madagascar;2;0
31;3;2020;Madagascar;7;0
30;3;2020;Madagascar;9;0
29;3;2020;Madagascar;4;0
28;3;2020;Madagascar;1;0
27;3;2020;Madagascar;4;0
26;3;2020;Madagascar;0;0
25;3;2020;Madagascar;2;0
24;3;2020;Madagascar;14;0
23;3;2020;Madagascar;0;0
22;3;2020;Madagascar;0;0
21;3;2020;Madagascar;3;0
9;4;2020;Malawi;0;0
8;4;2020;Malawi;3;1
7;4;2020;Malawi;1;0
6;4;2020;Malawi;0;0
5;4;2020;Malawi;1;0
4;4;2020;Malawi;0;0
3;4;2020;Malawi;3;0
9;4;2020;Malaysia;156;2
8;4;2020;Malaysia;170;1
7;4;2020;Malaysia;131;1
6;4;2020;Malaysia;179;4
5;4;2020;Malaysia;150;4
4;4;2020;Malaysia;217;3
3;4;2020;Malaysia;208;5
2;4;2020;Malaysia;282;8
1;4;2020;Malaysia;0;0
31;3;2020;Malaysia;156;3
30;3;2020;Malaysia;150;7
29;3;2020;Malaysia;159;1
28;3;2020;Malaysia;130;3
27;3;2020;Malaysia;235;4
26;3;2020;Malaysia;172;4
25;3;2020;Malaysia;106;1
24;3;2020;Malaysia;212;4
23;3;2020;Malaysia;123;6
22;3;2020;Malaysia;153;2
21;3;2020;Malaysia;130;0
20;3;2020;Malaysia;110;0
19;3;2020;Malaysia;117;0
18;3;2020;Malaysia;120;2
17;3;2020;Malaysia;125;0
16;3;2020;Malaysia;190;0
15;3;2020;Malaysia;41;0
14;3;2020;Malaysia;39;0
13;3;2020;Malaysia;9;0
12;3;2020;Malaysia;20;0
11;3;2020;Malaysia;12;0
10;3;2020;Malaysia;18;0
9;3;2020;Malaysia;6;0
8;3;2020;Malaysia;10;0
7;3;2020;Malaysia;33;0
6;3;2020;Malaysia;0;0
5;3;2020;Malaysia;14;0
4;3;2020;Malaysia;7;0
2;3;2020;Malaysia;4;0
1;3;2020;Malaysia;0;0
29;2;2020;Malaysia;2;0
28;2;2020;Malaysia;1;0
27;2;2020;Malaysia;0;0
26;2;2020;Malaysia;0;0
25;2;2020;Malaysia;0;0
24;2;2020;Malaysia;0;0
23;2;2020;Malaysia;0;0
22;2;2020;Malaysia;0;0
21;2;2020;Malaysia;0;0
20;2;2020;Malaysia;0;0
19;2;2020;Malaysia;0;0
18;2;2020;Malaysia;0;0
17;2;2020;Malaysia;0;0
16;2;2020;Malaysia;1;0
15;2;2020;Malaysia;2;0
14;2;2020;Malaysia;1;0
13;2;2020;Malaysia;0;0
12;2;2020;Malaysia;0;0
11;2;2020;Malaysia;0;0
10;2;2020;Malaysia;2;0
9;2;2020;Malaysia;1;0
8;2;2020;Malaysia;1;0
7;2;2020;Malaysia;2;0
6;2;2020;Malaysia;2;0
5;2;2020;Malaysia;2;0
4;2;2020;Malaysia;0;0
3;2;2020;Malaysia;0;0
2;2;2020;Malaysia;0;0
1;2;2020;Malaysia;0;0
31;1;2020;Malaysia;1;0
30;1;2020;Malaysia;0;0
29;1;2020;Malaysia;3;0
28;1;2020;Malaysia;0;0
27;1;2020;Malaysia;0;0
26;1;2020;Malaysia;1;0
25;1;2020;Malaysia;3;0
24;1;2020;Malaysia;0;0
23;1;2020;Malaysia;0;0
22;1;2020;Malaysia;0;0
21;1;2020;Malaysia;0;0
20;1;2020;Malaysia;0;0
19;1;2020;Malaysia;0;0
18;1;2020;Malaysia;0;0
17;1;2020;Malaysia;0;0
16;1;2020;Malaysia;0;0
15;1;2020;Malaysia;0;0
14;1;2020;Malaysia;0;0
13;1;2020;Malaysia;0;0
12;1;2020;Malaysia;0;0
11;1;2020;Malaysia;0;0
10;1;2020;Malaysia;0;0
9;1;2020;Malaysia;0;0
8;1;2020;Malaysia;0;0
7;1;2020;Malaysia;0;0
6;1;2020;Malaysia;0;0
5;1;2020;Malaysia;0;0
4;1;2020;Malaysia;0;0
3;1;2020;Malaysia;0;0
2;1;2020;Malaysia;0;0
1;1;2020;Malaysia;0;0
31;12;2019;Malaysia;0;0
9;4;2020;Maldives;0;0
8;4;2020;Maldives;0;0
7;4;2020;Maldives;0;0
6;4;2020;Maldives;0;0
5;4;2020;Maldives;0;0
4;4;2020;Maldives;0;0
3;4;2020;Maldives;0;0
2;4;2020;Maldives;1;0
1;4;2020;Maldives;1;0
31;3;2020;Maldives;0;0
30;3;2020;Maldives;1;0
29;3;2020;Maldives;2;0
28;3;2020;Maldives;1;0
27;3;2020;Maldives;0;0
26;3;2020;Maldives;0;0
25;3;2020;Maldives;0;0
24;3;2020;Maldives;0;0
23;3;2020;Maldives;0;0
22;3;2020;Maldives;0;0
21;3;2020;Maldives;0;0
20;3;2020;Maldives;0;0
19;3;2020;Maldives;0;0
18;3;2020;Maldives;0;0
17;3;2020;Maldives;0;0
16;3;2020;Maldives;4;0
15;3;2020;Maldives;0;0
14;3;2020;Maldives;1;0
12;3;2020;Maldives;2;0
11;3;2020;Maldives;2;0
9;3;2020;Maldives;2;0
8;3;2020;Maldives;2;0
9;4;2020;Mali;3;2
8;4;2020;Mali;9;0
7;4;2020;Mali;2;0
6;4;2020;Mali;4;2
5;4;2020;Mali;2;0
4;4;2020;Mali;3;0
3;4;2020;Mali;8;2
2;4;2020;Mali;10;0
1;4;2020;Mali;0;1
31;3;2020;Mali;0;0
30;3;2020;Mali;9;0
29;3;2020;Mali;5;0
28;3;2020;Mali;0;0
27;3;2020;Mali;2;0
26;3;2020;Mali;2;0
9;4;2020;Malta;6;1
8;4;2020;Malta;52;0
7;4;2020;Malta;7;0
6;4;2020;Malta;21;0
5;4;2020;Malta;11;0
4;4;2020;Malta;7;0
3;4;2020;Malta;7;0
2;4;2020;Malta;21;0
1;4;2020;Malta;11;0
31;3;2020;Malta;5;0
30;3;2020;Malta;2;0
29;3;2020;Malta;10;0
28;3;2020;Malta;5;0
27;3;2020;Malta;5;0
26;3;2020;Malta;9;0
25;3;2020;Malta;13;0
24;3;2020;Malta;17;0
23;3;2020;Malta;17;0
22;3;2020;Malta;9;0
21;3;2020;Malta;11;0
20;3;2020;Malta;5;0
19;3;2020;Malta;10;0
18;3;2020;Malta;8;0
17;3;2020;Malta;9;0
16;3;2020;Malta;3;0
15;3;2020;Malta;6;0
14;3;2020;Malta;3;0
13;3;2020;Malta;3;0
12;3;2020;Malta;2;0
10;3;2020;Malta;1;0
8;3;2020;Malta;3;0
9;4;2020;Mauritania;0;0
8;4;2020;Mauritania;0;0
7;4;2020;Mauritania;0;0
6;4;2020;Mauritania;0;0
5;4;2020;Mauritania;0;0
4;4;2020;Mauritania;0;0
3;4;2020;Mauritania;1;1
2;4;2020;Mauritania;0;0
1;4;2020;Mauritania;0;0
31;3;2020;Mauritania;0;0
30;3;2020;Mauritania;0;0
29;3;2020;Mauritania;2;0
28;3;2020;Mauritania;0;0
27;3;2020;Mauritania;1;0
26;3;2020;Mauritania;0;0
25;3;2020;Mauritania;0;0
24;3;2020;Mauritania;0;0
23;3;2020;Mauritania;0;0
22;3;2020;Mauritania;0;0
21;3;2020;Mauritania;0;0
20;3;2020;Mauritania;1;0
19;3;2020;Mauritania;0;0
18;3;2020;Mauritania;0;0
17;3;2020;Mauritania;0;0
16;3;2020;Mauritania;0;0
15;3;2020;Mauritania;1;0
9;4;2020;Mauritius;5;0
8;4;2020;Mauritius;24;0
7;4;2020;Mauritius;17;0
6;4;2020;Mauritius;31;0
5;4;2020;Mauritius;10;0
4;4;2020;Mauritius;17;0
3;4;2020;Mauritius;15;2
2;4;2020;Mauritius;11;2
1;4;2020;Mauritius;15;0
31;3;2020;Mauritius;18;0
30;3;2020;Mauritius;8;1
29;3;2020;Mauritius;8;0
28;3;2020;Mauritius;13;0
27;3;2020;Mauritius;33;0
26;3;2020;Mauritius;6;0
25;3;2020;Mauritius;6;0
24;3;2020;Mauritius;8;0
23;3;2020;Mauritius;14;1
22;3;2020;Mauritius;2;1
21;3;2020;Mauritius;9;0
20;3;2020;Mauritius;3;0
9;4;2020;Mexico;396;33
8;4;2020;Mexico;346;16
7;4;2020;Mexico;296;31
6;4;2020;Mexico;253;15
5;4;2020;Mexico;202;19
4;4;2020;Mexico;178;10
3;4;2020;Mexico;132;13
2;4;2020;Mexico;163;8
1;4;2020;Mexico;121;1
31;3;2020;Mexico;101;8
30;3;2020;Mexico;145;4
29;3;2020;Mexico;131;4
28;3;2020;Mexico;132;4
27;3;2020;Mexico;110;3
26;3;2020;Mexico;70;0
25;3;2020;Mexico;38;1
24;3;2020;Mexico;51;2
23;3;2020;Mexico;65;0
22;3;2020;Mexico;48;0
21;3;2020;Mexico;39;2
20;3;2020;Mexico;46;0
19;3;2020;Mexico;25;0
18;3;2020;Mexico;11;0
17;3;2020;Mexico;29;0
16;3;2020;Mexico;12;0
15;3;2020;Mexico;15;0
14;3;2020;Mexico;10;0
13;3;2020;Mexico;5;0
12;3;2020;Mexico;4;0
9;3;2020;Mexico;2;0
2;3;2020;Mexico;1;0
1;3;2020;Mexico;2;0
29;2;2020;Mexico;2;0
28;2;2020;Mexico;0;0
27;2;2020;Mexico;0;0
26;2;2020;Mexico;0;0
25;2;2020;Mexico;0;0
24;2;2020;Mexico;0;0
23;2;2020;Mexico;0;0
22;2;2020;Mexico;0;0
21;2;2020;Mexico;0;0
20;2;2020;Mexico;0;0
19;2;2020;Mexico;0;0
18;2;2020;Mexico;0;0
17;2;2020;Mexico;0;0
16;2;2020;Mexico;0;0
15;2;2020;Mexico;0;0
14;2;2020;Mexico;0;0
13;2;2020;Mexico;0;0
12;2;2020;Mexico;0;0
11;2;2020;Mexico;0;0
10;2;2020;Mexico;0;0
9;2;2020;Mexico;0;0
8;2;2020;Mexico;0;0
7;2;2020;Mexico;0;0
6;2;2020;Mexico;0;0
5;2;2020;Mexico;0;0
4;2;2020;Mexico;0;0
3;2;2020;Mexico;0;0
2;2;2020;Mexico;0;0
1;2;2020;Mexico;0;0
31;1;2020;Mexico;0;0
30;1;2020;Mexico;0;0
29;1;2020;Mexico;0;0
28;1;2020;Mexico;0;0
27;1;2020;Mexico;0;0
26;1;2020;Mexico;0;0
25;1;2020;Mexico;0;0
24;1;2020;Mexico;0;0
23;1;2020;Mexico;0;0
22;1;2020;Mexico;0;0
21;1;2020;Mexico;0;0
20;1;2020;Mexico;0;0
19;1;2020;Mexico;0;0
18;1;2020;Mexico;0;0
17;1;2020;Mexico;0;0
16;1;2020;Mexico;0;0
15;1;2020;Mexico;0;0
14;1;2020;Mexico;0;0
13;1;2020;Mexico;0;0
12;1;2020;Mexico;0;0
11;1;2020;Mexico;0;0
10;1;2020;Mexico;0;0
9;1;2020;Mexico;0;0
8;1;2020;Mexico;0;0
7;1;2020;Mexico;0;0
6;1;2020;Mexico;0;0
5;1;2020;Mexico;0;0
4;1;2020;Mexico;0;0
3;1;2020;Mexico;0;0
2;1;2020;Mexico;0;0
1;1;2020;Mexico;0;0
31;12;2019;Mexico;0;0
9;4;2020;Moldova;118;5
8;4;2020;Moldova;91;3
7;4;2020;Moldova;101;4
6;4;2020;Moldova;112;3
5;4;2020;Moldova;161;4
4;4;2020;Moldova;86;2
3;4;2020;Moldova;82;1
2;4;2020;Moldova;70;1
1;4;2020;Moldova;55;2
31;3;2020;Moldova;35;0
30;3;2020;Moldova;32;0
29;3;2020;Moldova;32;0
28;3;2020;Moldova;22;1
27;3;2020;Moldova;28;0
26;3;2020;Moldova;24;0
25;3;2020;Moldova;16;0
24;3;2020;Moldova;15;0
23;3;2020;Moldova;14;0
22;3;2020;Moldova;14;0
21;3;2020;Moldova;17;0
20;3;2020;Moldova;13;0
19;3;2020;Moldova;6;1
18;3;2020;Moldova;1;0
17;3;2020;Moldova;6;0
16;3;2020;Moldova;3;0
15;3;2020;Moldova;12;0
14;3;2020;Moldova;2;0
13;3;2020;Moldova;2;0
12;3;2020;Moldova;1;0
11;3;2020;Moldova;2;0
